scenario_id,result_scope,work_key,settlement_batch_id,internal_payment_id,processor_transaction_id,bank_entry_id,expected_outcome,expected_reason_code,expected_difference,explanation
mixed-exceptions,ORDER,SYNTH-ORDER-000621,,SYNTH-INT-000621,SYNTH-PROC-000621,,AMOUNT_MISMATCH,L1_GROSS_AMOUNT_EQUALITY,1.11,The processor gross amount differs from the internal ledger amount.
mixed-exceptions,ORDER,SYNTH-ORDER-000622,,SYNTH-INT-000622,SYNTH-PROC-000622,,MATCHED,L1_EXACT_ORDER_MATCH,0.0,"Merchant order ID, currency, gross amount and configured processor fee all match."
mixed-exceptions,ORDER,SYNTH-ORDER-000623,,SYNTH-INT-000623,SYNTH-PROC-000623,,DUPLICATE_PROCESSOR,L1_DUPLICATE_PROCESSOR,,More than one processor row uses the same processor transaction identifier.
mixed-exceptions,ORDER,SYNTH-ORDER-000624,,SYNTH-INT-000624,SYNTH-PROC-000624,,MATCHED,L1_EXACT_ORDER_MATCH,0.0,"Merchant order ID, currency, gross amount and configured processor fee all match."
mixed-exceptions,ORDER,SYNTH-ORDER-000625,,SYNTH-INT-000625,SYNTH-PROC-000625,,MATCHED,L1_EXACT_ORDER_MATCH,0.0,"Merchant order ID, currency, gross amount and configured processor fee all match."
mixed-exceptions,ORDER,SYNTH-ORDER-000626,,SYNTH-INT-000626,SYNTH-PROC-000626,,MATCHED,L1_EXACT_ORDER_MATCH,0.0,"Merchant order ID, currency, gross amount and configured processor fee all match."
mixed-exceptions,ORDER,SYNTH-ORDER-000627,,SYNTH-INT-000627,SYNTH-PROC-000627,,MATCHED,L1_EXACT_ORDER_MATCH,0.0,"Merchant order ID, currency, gross amount and configured processor fee all match."
mixed-exceptions,ORDER,SYNTH-ORDER-000628,,SYNTH-INT-000628,SYNTH-PROC-000628,,MATCHED,L1_EXACT_ORDER_MATCH,0.0,"Merchant order ID, currency, gross amount and configured processor fee all match."
mixed-exceptions,ORDER,SYNTH-ORDER-000629,,SYNTH-INT-000629,SYNTH-PROC-000629,,MATCHED,L1_EXACT_ORDER_MATCH,0.0,"Merchant order ID, currency, gross amount and configured processor fee all match."
mixed-exceptions,ORDER,SYNTH-ORDER-000630,,SYNTH-INT-000630,SYNTH-PROC-000630,,MATCHED,L1_EXACT_ORDER_MATCH,0.0,"Merchant order ID, currency, gross amount and configured processor fee all match."
mixed-exceptions,ORDER,SYNTH-ORDER-000631,,SYNTH-INT-000631,SYNTH-PROC-000631,,MATCHED,L1_EXACT_ORDER_MATCH,0.0,"Merchant order ID, currency, gross amount and configured processor fee all match."
mixed-exceptions,ORDER,SYNTH-ORDER-000632,,SYNTH-INT-000632,SYNTH-PROC-000632,,MATCHED,L1_EXACT_ORDER_MATCH,0.0,"Merchant order ID, currency, gross amount and configured processor fee all match."
mixed-exceptions,ORDER,SYNTH-ORDER-000633,,SYNTH-INT-000633,SYNTH-PROC-000633,,MATCHED,L1_EXACT_ORDER_MATCH,0.0,"Merchant order ID, currency, gross amount and configured processor fee all match."
mixed-exceptions,ORDER,SYNTH-ORDER-000634,,SYNTH-INT-000634,SYNTH-PROC-000634,,MATCHED,L1_EXACT_ORDER_MATCH,0.0,"Merchant order ID, currency, gross amount and configured processor fee all match."
mixed-exceptions,ORDER,SYNTH-ORDER-000635,,SYNTH-INT-000635,SYNTH-PROC-000635,,MATCHED,L1_EXACT_ORDER_MATCH,0.0,"Merchant order ID, currency, gross amount and configured processor fee all match."
mixed-exceptions,ORDER,SYNTH-ORDER-000636,,SYNTH-INT-000636,SYNTH-PROC-000636,,MATCHED,L1_EXACT_ORDER_MATCH,0.0,"Merchant order ID, currency, gross amount and configured processor fee all match."
mixed-exceptions,ORDER,SYNTH-ORDER-000637,,SYNTH-INT-000637,SYNTH-PROC-000637,,DUPLICATE_PROCESSOR,L1_DUPLICATE_PROCESSOR,,More than one processor row uses the same processor transaction identifier.
mixed-exceptions,ORDER,SYNTH-ORDER-000638,,SYNTH-INT-000638,SYNTH-PROC-000638,,FEE_MISMATCH,L1_CONFIGURED_FEE_POLICY,0.37,The processor fee differs from the configured percentage-plus-fixed fee policy.
mixed-exceptions,ORDER,SYNTH-ORDER-000639,,SYNTH-INT-000639,SYNTH-PROC-000639,,MATCHED,L1_EXACT_ORDER_MATCH,0.0,"Merchant order ID, currency, gross amount and configured processor fee all match."
mixed-exceptions,ORDER,SYNTH-ORDER-000640,,SYNTH-INT-000640,SYNTH-PROC-000640,,MATCHED,L1_EXACT_ORDER_MATCH,0.0,"Merchant order ID, currency, gross amount and configured processor fee all match."
mixed-exceptions,ORDER,SYNTH-ORDER-000641,,SYNTH-INT-000641,SYNTH-PROC-000641,,MATCHED,L1_EXACT_ORDER_MATCH,0.0,"Merchant order ID, currency, gross amount and configured processor fee all match."
mixed-exceptions,ORDER,SYNTH-ORDER-000642,,SYNTH-INT-000642,SYNTH-PROC-000642,,MATCHED,L1_EXACT_ORDER_MATCH,0.0,"Merchant order ID, currency, gross amount and configured processor fee all match."
mixed-exceptions,ORDER,SYNTH-ORDER-000643,,SYNTH-INT-000643,SYNTH-PROC-000643,,FEE_MISMATCH,L1_CONFIGURED_FEE_POLICY,0.37,The processor fee differs from the configured percentage-plus-fixed fee policy.
mixed-exceptions,ORDER,SYNTH-ORDER-000644,,SYNTH-INT-000644,SYNTH-PROC-000644,,MATCHED,L1_EXACT_ORDER_MATCH,0.0,"Merchant order ID, currency, gross amount and configured processor fee all match."
mixed-exceptions,ORDER,SYNTH-ORDER-000645,,SYNTH-INT-000645,SYNTH-PROC-000645,,MATCHED,L1_EXACT_ORDER_MATCH,0.0,"Merchant order ID, currency, gross amount and configured processor fee all match."
mixed-exceptions,ORDER,SYNTH-ORDER-000646,,SYNTH-INT-000646,SYNTH-PROC-000646,,MATCHED,L1_EXACT_ORDER_MATCH,0.0,"Merchant order ID, currency, gross amount and configured processor fee all match."
mixed-exceptions,ORDER,SYNTH-ORDER-000647,,SYNTH-INT-000647,SYNTH-PROC-000647,,MATCHED,L1_EXACT_ORDER_MATCH,0.0,"Merchant order ID, currency, gross amount and configured processor fee all match."
mixed-exceptions,ORDER,SYNTH-ORDER-000648,,SYNTH-INT-000648,SYNTH-PROC-000648,,MATCHED,L1_EXACT_ORDER_MATCH,0.0,"Merchant order ID, currency, gross amount and configured processor fee all match."
mixed-exceptions,ORDER,SYNTH-ORDER-000649,,SYNTH-INT-000649,SYNTH-PROC-000649,,MATCHED,L1_EXACT_ORDER_MATCH,0.0,"Merchant order ID, currency, gross amount and configured processor fee all match."
mixed-exceptions,ORDER,SYNTH-ORDER-000650,,SYNTH-INT-000650,SYNTH-PROC-000650,,MATCHED,L1_EXACT_ORDER_MATCH,0.0,"Merchant order ID, currency, gross amount and configured processor fee all match."
mixed-exceptions,ORDER,SYNTH-ORDER-000651,,SYNTH-INT-000651,SYNTH-PROC-000651,,MATCHED,L1_EXACT_ORDER_MATCH,0.0,"Merchant order ID, currency, gross amount and configured processor fee all match."
mixed-exceptions,ORDER,SYNTH-ORDER-000652,,SYNTH-INT-000652,SYNTH-PROC-000652,,MATCHED,L1_EXACT_ORDER_MATCH,0.0,"Merchant order ID, currency, gross amount and configured processor fee all match."
mixed-exceptions,ORDER,SYNTH-ORDER-000653,,SYNTH-INT-000653,SYNTH-PROC-000653,,MATCHED,L1_EXACT_ORDER_MATCH,0.0,"Merchant order ID, currency, gross amount and configured processor fee all match."
mixed-exceptions,ORDER,SYNTH-ORDER-000654,,SYNTH-INT-000654,SYNTH-PROC-000654,,MATCHED,L1_EXACT_ORDER_MATCH,0.0,"Merchant order ID, currency, gross amount and configured processor fee all match."
mixed-exceptions,ORDER,SYNTH-ORDER-000655,,SYNTH-INT-000655,SYNTH-PROC-000655,,MATCHED,L1_EXACT_ORDER_MATCH,0.0,"Merchant order ID, currency, gross amount and configured processor fee all match."
mixed-exceptions,ORDER,SYNTH-ORDER-000656,,SYNTH-INT-000656,SYNTH-PROC-000656,,MATCHED,L1_EXACT_ORDER_MATCH,0.0,"Merchant order ID, currency, gross amount and configured processor fee all match."
mixed-exceptions,ORDER,SYNTH-ORDER-000657,,SYNTH-INT-000657,SYNTH-PROC-000657,,MATCHED,L1_EXACT_ORDER_MATCH,0.0,"Merchant order ID, currency, gross amount and configured processor fee all match."
mixed-exceptions,ORDER,SYNTH-ORDER-000658,,SYNTH-INT-000658,SYNTH-PROC-000658,,MATCHED,L1_EXACT_ORDER_MATCH,0.0,"Merchant order ID, currency, gross amount and configured processor fee all match."
mixed-exceptions,ORDER,SYNTH-ORDER-000659,,SYNTH-INT-000659,SYNTH-PROC-000659,,MATCHED,L1_EXACT_ORDER_MATCH,0.0,"Merchant order ID, currency, gross amount and configured processor fee all match."
mixed-exceptions,ORDER,SYNTH-ORDER-000660,,SYNTH-INT-000660,SYNTH-PROC-000660,,MATCHED,L1_EXACT_ORDER_MATCH,0.0,"Merchant order ID, currency, gross amount and configured processor fee all match."
mixed-exceptions,ORDER,SYNTH-ORDER-000661,,SYNTH-INT-000661,SYNTH-PROC-000661,,MATCHED,L1_EXACT_ORDER_MATCH,0.0,"Merchant order ID, currency, gross amount and configured processor fee all match."
mixed-exceptions,ORDER,SYNTH-ORDER-000662,,SYNTH-INT-000662,SYNTH-PROC-000662,,DUPLICATE_INTERNAL,L1_DUPLICATE_INTERNAL,,More than one internal row uses the same internal payment identifier.
mixed-exceptions,ORDER,SYNTH-ORDER-000663,,SYNTH-INT-000663,SYNTH-PROC-000663,,MATCHED,L1_EXACT_ORDER_MATCH,0.0,"Merchant order ID, currency, gross amount and configured processor fee all match."
mixed-exceptions,ORDER,SYNTH-ORDER-000664,,SYNTH-INT-000664,SYNTH-PROC-000664,,MATCHED,L1_EXACT_ORDER_MATCH,0.0,"Merchant order ID, currency, gross amount and configured processor fee all match."
mixed-exceptions,ORDER,SYNTH-ORDER-000665,,SYNTH-INT-000665,SYNTH-PROC-000665,,MATCHED,L1_EXACT_ORDER_MATCH,0.0,"Merchant order ID, currency, gross amount and configured processor fee all match."
mixed-exceptions,ORDER,SYNTH-ORDER-000666,,SYNTH-INT-000666,SYNTH-PROC-000666,,AMBIGUOUS_MATCH,L1_AMBIGUOUS_CARDINALITY,,The merchant order ID maps to multiple distinct candidate records and requires operator review.
mixed-exceptions,ORDER,SYNTH-ORDER-000667,,SYNTH-INT-000667,SYNTH-PROC-000667,,MATCHED,L1_EXACT_ORDER_MATCH,0.0,"Merchant order ID, currency, gross amount and configured processor fee all match."
mixed-exceptions,ORDER,SYNTH-ORDER-000668,,SYNTH-INT-000668,SYNTH-PROC-000668,,MATCHED,L1_EXACT_ORDER_MATCH,0.0,"Merchant order ID, currency, gross amount and configured processor fee all match."
mixed-exceptions,ORDER,SYNTH-ORDER-000669,,SYNTH-INT-000669,SYNTH-PROC-000669,,FEE_MISMATCH,L1_CONFIGURED_FEE_POLICY,0.37,The processor fee differs from the configured percentage-plus-fixed fee policy.
mixed-exceptions,ORDER,SYNTH-ORDER-000670,,SYNTH-INT-000670,SYNTH-PROC-000670,,MATCHED,L1_EXACT_ORDER_MATCH,0.0,"Merchant order ID, currency, gross amount and configured processor fee all match."
mixed-exceptions,ORDER,SYNTH-ORDER-000671,,SYNTH-INT-000671,SYNTH-PROC-000671,,MATCHED,L1_EXACT_ORDER_MATCH,0.0,"Merchant order ID, currency, gross amount and configured processor fee all match."
mixed-exceptions,ORDER,SYNTH-ORDER-000672,,SYNTH-INT-000672,SYNTH-PROC-000672,,MATCHED,L1_EXACT_ORDER_MATCH,0.0,"Merchant order ID, currency, gross amount and configured processor fee all match."
mixed-exceptions,ORDER,SYNTH-ORDER-000673,,SYNTH-INT-000673,SYNTH-PROC-000673,,MATCHED,L1_EXACT_ORDER_MATCH,0.0,"Merchant order ID, currency, gross amount and configured processor fee all match."
mixed-exceptions,ORDER,SYNTH-ORDER-000674,,SYNTH-INT-000674,SYNTH-PROC-000674,,MATCHED,L1_EXACT_ORDER_MATCH,0.0,"Merchant order ID, currency, gross amount and configured processor fee all match."
mixed-exceptions,ORDER,SYNTH-ORDER-000675,,SYNTH-INT-000675,SYNTH-PROC-000675,,MATCHED,L1_EXACT_ORDER_MATCH,0.0,"Merchant order ID, currency, gross amount and configured processor fee all match."
mixed-exceptions,ORDER,SYNTH-ORDER-000676,,SYNTH-INT-000676,,,MISSING_PROCESSOR,L1_MISSING_PROCESSOR,88.44,The internal payment has no processor transaction with the same merchant order ID.
mixed-exceptions,ORDER,SYNTH-ORDER-000677,,SYNTH-INT-000677,SYNTH-PROC-000677,,MATCHED,L1_EXACT_ORDER_MATCH,0.0,"Merchant order ID, currency, gross amount and configured processor fee all match."
mixed-exceptions,ORDER,SYNTH-ORDER-000678,,SYNTH-INT-000678,SYNTH-PROC-000678,,MATCHED,L1_EXACT_ORDER_MATCH,0.0,"Merchant order ID, currency, gross amount and configured processor fee all match."
mixed-exceptions,ORDER,SYNTH-ORDER-000679,,SYNTH-INT-000679,SYNTH-PROC-000679,,MATCHED,L1_EXACT_ORDER_MATCH,0.0,"Merchant order ID, currency, gross amount and configured processor fee all match."
mixed-exceptions,ORDER,SYNTH-ORDER-000680,,SYNTH-INT-000680,SYNTH-PROC-000680,,MATCHED,L1_EXACT_ORDER_MATCH,0.0,"Merchant order ID, currency, gross amount and configured processor fee all match."
mixed-exceptions,ORDER,SYNTH-ORDER-000681,,SYNTH-INT-000681,SYNTH-PROC-000681,,MATCHED,L1_EXACT_ORDER_MATCH,0.0,"Merchant order ID, currency, gross amount and configured processor fee all match."
mixed-exceptions,ORDER,SYNTH-ORDER-000682,,SYNTH-INT-000682,SYNTH-PROC-000682,,MATCHED,L1_EXACT_ORDER_MATCH,0.0,"Merchant order ID, currency, gross amount and configured processor fee all match."
mixed-exceptions,ORDER,SYNTH-ORDER-000683,,SYNTH-INT-000683,SYNTH-PROC-000683,,MATCHED,L1_EXACT_ORDER_MATCH,0.0,"Merchant order ID, currency, gross amount and configured processor fee all match."
mixed-exceptions,ORDER,SYNTH-ORDER-000684,,SYNTH-INT-000684,SYNTH-PROC-000684,,MATCHED,L1_EXACT_ORDER_MATCH,0.0,"Merchant order ID, currency, gross amount and configured processor fee all match."
mixed-exceptions,ORDER,SYNTH-ORDER-000685,,SYNTH-INT-000685,SYNTH-PROC-000685,,FEE_MISMATCH,L1_CONFIGURED_FEE_POLICY,0.37,The processor fee differs from the configured percentage-plus-fixed fee policy.
mixed-exceptions,ORDER,SYNTH-ORDER-000686,,SYNTH-INT-000686,SYNTH-PROC-000686,,MATCHED,L1_EXACT_ORDER_MATCH,0.0,"Merchant order ID, currency, gross amount and configured processor fee all match."
mixed-exceptions,ORDER,SYNTH-ORDER-000687,,SYNTH-INT-000687,SYNTH-PROC-000687,,MATCHED,L1_EXACT_ORDER_MATCH,0.0,"Merchant order ID, currency, gross amount and configured processor fee all match."
mixed-exceptions,ORDER,SYNTH-ORDER-000688,,SYNTH-INT-000688,SYNTH-PROC-000688,,MATCHED,L1_EXACT_ORDER_MATCH,0.0,"Merchant order ID, currency, gross amount and configured processor fee all match."
mixed-exceptions,ORDER,SYNTH-ORDER-000689,,SYNTH-INT-000689,SYNTH-PROC-000689-REFUND,,REFUND_MATCHED,L1_FULL_REFUND_LINK,0.0,The refund is linked to its original payment and reverses the complete gross amount.
mixed-exceptions,ORDER,SYNTH-ORDER-000690,,SYNTH-INT-000690,SYNTH-PROC-000690,,MATCHED,L1_EXACT_ORDER_MATCH,0.0,"Merchant order ID, currency, gross amount and configured processor fee all match."
mixed-exceptions,ORDER,SYNTH-ORDER-000691,,SYNTH-INT-000691,SYNTH-PROC-000691,,MATCHED,L1_EXACT_ORDER_MATCH,0.0,"Merchant order ID, currency, gross amount and configured processor fee all match."
mixed-exceptions,ORDER,SYNTH-ORDER-000692,,SYNTH-INT-000692,SYNTH-PROC-000692,,MATCHED,L1_EXACT_ORDER_MATCH,0.0,"Merchant order ID, currency, gross amount and configured processor fee all match."
mixed-exceptions,ORDER,SYNTH-ORDER-000693,,SYNTH-INT-000693,SYNTH-PROC-000693,,MATCHED,L1_EXACT_ORDER_MATCH,0.0,"Merchant order ID, currency, gross amount and configured processor fee all match."
mixed-exceptions,ORDER,SYNTH-ORDER-000694,,SYNTH-INT-000694,SYNTH-PROC-000694,,MATCHED,L1_EXACT_ORDER_MATCH,0.0,"Merchant order ID, currency, gross amount and configured processor fee all match."
mixed-exceptions,ORDER,SYNTH-ORDER-000695,,SYNTH-INT-000695,SYNTH-PROC-000695,,MATCHED,L1_EXACT_ORDER_MATCH,0.0,"Merchant order ID, currency, gross amount and configured processor fee all match."
mixed-exceptions,ORDER,SYNTH-ORDER-000696,,SYNTH-INT-000696,SYNTH-PROC-000696,,MATCHED,L1_EXACT_ORDER_MATCH,0.0,"Merchant order ID, currency, gross amount and configured processor fee all match."
mixed-exceptions,ORDER,SYNTH-ORDER-000697,,SYNTH-INT-000697,SYNTH-PROC-000697,,MATCHED,L1_EXACT_ORDER_MATCH,0.0,"Merchant order ID, currency, gross amount and configured processor fee all match."
mixed-exceptions,ORDER,SYNTH-ORDER-000698,,SYNTH-INT-000698,SYNTH-PROC-000698,,MATCHED,L1_EXACT_ORDER_MATCH,0.0,"Merchant order ID, currency, gross amount and configured processor fee all match."
mixed-exceptions,ORDER,SYNTH-ORDER-000699,,SYNTH-INT-000699,SYNTH-PROC-000699,,MATCHED,L1_EXACT_ORDER_MATCH,0.0,"Merchant order ID, currency, gross amount and configured processor fee all match."
mixed-exceptions,ORDER,SYNTH-ORDER-000700,,SYNTH-INT-000700,SYNTH-PROC-000700,,MATCHED,L1_EXACT_ORDER_MATCH,0.0,"Merchant order ID, currency, gross amount and configured processor fee all match."
mixed-exceptions,ORDER,SYNTH-ORDER-000701,,SYNTH-INT-000701,SYNTH-PROC-000701,,MATCHED,L1_EXACT_ORDER_MATCH,0.0,"Merchant order ID, currency, gross amount and configured processor fee all match."
mixed-exceptions,ORDER,SYNTH-ORDER-000702,,SYNTH-INT-000702,SYNTH-PROC-000702-REFUND,,PARTIAL_REFUND,L1_PARTIAL_REFUND_LINK,1058.88,The refund is linked to its original payment and reverses part of the gross amount.
mixed-exceptions,ORDER,SYNTH-ORDER-000703,,SYNTH-INT-000703,SYNTH-PROC-000703,,MATCHED,L1_EXACT_ORDER_MATCH,0.0,"Merchant order ID, currency, gross amount and configured processor fee all match."
mixed-exceptions,ORDER,SYNTH-ORDER-000704,,SYNTH-INT-000704,SYNTH-PROC-000704,,MATCHED,L1_EXACT_ORDER_MATCH,0.0,"Merchant order ID, currency, gross amount and configured processor fee all match."
mixed-exceptions,ORDER,SYNTH-ORDER-000705,,SYNTH-INT-000705,SYNTH-PROC-000705,,CURRENCY_MISMATCH,L1_CURRENCY_EQUALITY,,Internal and processor currencies differ; amounts were not compared across currencies.
mixed-exceptions,ORDER,SYNTH-ORDER-000706,,SYNTH-INT-000706,SYNTH-PROC-000706,,MATCHED,L1_EXACT_ORDER_MATCH,0.0,"Merchant order ID, currency, gross amount and configured processor fee all match."
mixed-exceptions,ORDER,SYNTH-ORDER-000707,,SYNTH-INT-000707,SYNTH-PROC-000707,,MATCHED,L1_EXACT_ORDER_MATCH,0.0,"Merchant order ID, currency, gross amount and configured processor fee all match."
mixed-exceptions,ORDER,SYNTH-ORDER-000708,,SYNTH-INT-000708,SYNTH-PROC-000708,,MATCHED,L1_EXACT_ORDER_MATCH,0.0,"Merchant order ID, currency, gross amount and configured processor fee all match."
mixed-exceptions,ORDER,SYNTH-ORDER-000709,,SYNTH-INT-000709,SYNTH-PROC-000709,,MATCHED,L1_EXACT_ORDER_MATCH,0.0,"Merchant order ID, currency, gross amount and configured processor fee all match."
mixed-exceptions,ORDER,SYNTH-ORDER-000710,,SYNTH-INT-000710,SYNTH-PROC-000710,,MATCHED,L1_EXACT_ORDER_MATCH,0.0,"Merchant order ID, currency, gross amount and configured processor fee all match."
mixed-exceptions,ORDER,SYNTH-ORDER-000711,,SYNTH-INT-000711,SYNTH-PROC-000711,,MATCHED,L1_EXACT_ORDER_MATCH,0.0,"Merchant order ID, currency, gross amount and configured processor fee all match."
mixed-exceptions,ORDER,SYNTH-ORDER-000712,,SYNTH-INT-000712,SYNTH-PROC-000712,,MATCHED,L1_EXACT_ORDER_MATCH,0.0,"Merchant order ID, currency, gross amount and configured processor fee all match."
mixed-exceptions,ORDER,SYNTH-ORDER-000713,,SYNTH-INT-000713,SYNTH-PROC-000713,,MATCHED,L1_EXACT_ORDER_MATCH,0.0,"Merchant order ID, currency, gross amount and configured processor fee all match."
mixed-exceptions,ORDER,SYNTH-ORDER-000714,,SYNTH-INT-000714,SYNTH-PROC-000714,,MATCHED,L1_EXACT_ORDER_MATCH,0.0,"Merchant order ID, currency, gross amount and configured processor fee all match."
mixed-exceptions,ORDER,SYNTH-ORDER-000715,,SYNTH-INT-000715,SYNTH-PROC-000715,,MATCHED,L1_EXACT_ORDER_MATCH,0.0,"Merchant order ID, currency, gross amount and configured processor fee all match."
mixed-exceptions,ORDER,SYNTH-ORDER-000716,,SYNTH-INT-000716,SYNTH-PROC-000716,,MATCHED,L1_EXACT_ORDER_MATCH,0.0,"Merchant order ID, currency, gross amount and configured processor fee all match."
mixed-exceptions,ORDER,SYNTH-ORDER-000717,,SYNTH-INT-000717,SYNTH-PROC-000717,,MATCHED,L1_EXACT_ORDER_MATCH,0.0,"Merchant order ID, currency, gross amount and configured processor fee all match."
mixed-exceptions,ORDER,SYNTH-ORDER-000718,,SYNTH-INT-000718,SYNTH-PROC-000718,,MATCHED,L1_EXACT_ORDER_MATCH,0.0,"Merchant order ID, currency, gross amount and configured processor fee all match."
mixed-exceptions,ORDER,SYNTH-ORDER-000719,,SYNTH-INT-000719,SYNTH-PROC-000719,,MATCHED,L1_EXACT_ORDER_MATCH,0.0,"Merchant order ID, currency, gross amount and configured processor fee all match."
mixed-exceptions,ORDER,SYNTH-ORDER-000720,,SYNTH-INT-000720,SYNTH-PROC-000720,,MATCHED,L1_EXACT_ORDER_MATCH,0.0,"Merchant order ID, currency, gross amount and configured processor fee all match."
mixed-exceptions,ORDER,SYNTH-ORDER-000721,,SYNTH-INT-000721,SYNTH-PROC-000721,,DUPLICATE_PROCESSOR,L1_DUPLICATE_PROCESSOR,,More than one processor row uses the same processor transaction identifier.
mixed-exceptions,ORDER,SYNTH-ORDER-000722,,SYNTH-INT-000722,SYNTH-PROC-000722,,MATCHED,L1_EXACT_ORDER_MATCH,0.0,"Merchant order ID, currency, gross amount and configured processor fee all match."
mixed-exceptions,ORDER,SYNTH-ORDER-000723,,SYNTH-INT-000723,SYNTH-PROC-000723,,MATCHED,L1_EXACT_ORDER_MATCH,0.0,"Merchant order ID, currency, gross amount and configured processor fee all match."
mixed-exceptions,ORDER,SYNTH-ORDER-000724,,SYNTH-INT-000724,SYNTH-PROC-000724,,MATCHED,L1_EXACT_ORDER_MATCH,0.0,"Merchant order ID, currency, gross amount and configured processor fee all match."
mixed-exceptions,ORDER,SYNTH-ORDER-000725,,SYNTH-INT-000725,SYNTH-PROC-000725,,MATCHED,L1_EXACT_ORDER_MATCH,0.0,"Merchant order ID, currency, gross amount and configured processor fee all match."
mixed-exceptions,ORDER,SYNTH-ORDER-000726,,SYNTH-INT-000726,SYNTH-PROC-000726,,MATCHED,L1_EXACT_ORDER_MATCH,0.0,"Merchant order ID, currency, gross amount and configured processor fee all match."
mixed-exceptions,ORDER,SYNTH-ORDER-000727,,SYNTH-INT-000727,SYNTH-PROC-000727,,MATCHED,L1_EXACT_ORDER_MATCH,0.0,"Merchant order ID, currency, gross amount and configured processor fee all match."
mixed-exceptions,ORDER,SYNTH-ORDER-000728,,SYNTH-INT-000728,SYNTH-PROC-000728,,MATCHED,L1_EXACT_ORDER_MATCH,0.0,"Merchant order ID, currency, gross amount and configured processor fee all match."
mixed-exceptions,ORDER,SYNTH-ORDER-000729,,SYNTH-INT-000729,SYNTH-PROC-000729,,MATCHED,L1_EXACT_ORDER_MATCH,0.0,"Merchant order ID, currency, gross amount and configured processor fee all match."
mixed-exceptions,ORDER,SYNTH-ORDER-000730,,SYNTH-INT-000730,SYNTH-PROC-000730,,MATCHED,L1_EXACT_ORDER_MATCH,0.0,"Merchant order ID, currency, gross amount and configured processor fee all match."
mixed-exceptions,ORDER,SYNTH-ORDER-000731,,SYNTH-INT-000731,SYNTH-PROC-000731,,MATCHED,L1_EXACT_ORDER_MATCH,0.0,"Merchant order ID, currency, gross amount and configured processor fee all match."
mixed-exceptions,ORDER,SYNTH-ORDER-000732,,SYNTH-INT-000732,SYNTH-PROC-000732,,MATCHED,L1_EXACT_ORDER_MATCH,0.0,"Merchant order ID, currency, gross amount and configured processor fee all match."
mixed-exceptions,ORDER,SYNTH-ORDER-000733,,SYNTH-INT-000733,SYNTH-PROC-000733,,MATCHED,L1_EXACT_ORDER_MATCH,0.0,"Merchant order ID, currency, gross amount and configured processor fee all match."
mixed-exceptions,ORDER,SYNTH-ORDER-000734,,SYNTH-INT-000734,SYNTH-PROC-000734,,MATCHED,L1_EXACT_ORDER_MATCH,0.0,"Merchant order ID, currency, gross amount and configured processor fee all match."
mixed-exceptions,ORDER,SYNTH-ORDER-000735,,SYNTH-INT-000735,SYNTH-PROC-000735,,AMOUNT_MISMATCH,L1_GROSS_AMOUNT_EQUALITY,1.11,The processor gross amount differs from the internal ledger amount.
mixed-exceptions,ORDER,SYNTH-ORDER-000736,,SYNTH-INT-000736,SYNTH-PROC-000736,,MATCHED,L1_EXACT_ORDER_MATCH,0.0,"Merchant order ID, currency, gross amount and configured processor fee all match."
mixed-exceptions,ORDER,SYNTH-ORDER-000737,,SYNTH-INT-000737,SYNTH-PROC-000737,,MATCHED,L1_EXACT_ORDER_MATCH,0.0,"Merchant order ID, currency, gross amount and configured processor fee all match."
mixed-exceptions,ORDER,SYNTH-ORDER-000738,,SYNTH-INT-000738,SYNTH-PROC-000738,,MATCHED,L1_EXACT_ORDER_MATCH,0.0,"Merchant order ID, currency, gross amount and configured processor fee all match."
mixed-exceptions,ORDER,SYNTH-ORDER-000739,,SYNTH-INT-000739,SYNTH-PROC-000739,,MATCHED,L1_EXACT_ORDER_MATCH,0.0,"Merchant order ID, currency, gross amount and configured processor fee all match."
mixed-exceptions,ORDER,SYNTH-ORDER-000740,,SYNTH-INT-000740,SYNTH-PROC-000740,,MATCHED,L1_EXACT_ORDER_MATCH,0.0,"Merchant order ID, currency, gross amount and configured processor fee all match."
mixed-exceptions,ORDER,SYNTH-ORDER-000741,,SYNTH-INT-000741,SYNTH-PROC-000741,,MATCHED,L1_EXACT_ORDER_MATCH,0.0,"Merchant order ID, currency, gross amount and configured processor fee all match."
mixed-exceptions,ORDER,SYNTH-ORDER-000742,,SYNTH-INT-000742,SYNTH-PROC-000742,,MATCHED,L1_EXACT_ORDER_MATCH,0.0,"Merchant order ID, currency, gross amount and configured processor fee all match."
mixed-exceptions,ORDER,SYNTH-ORDER-000743,,SYNTH-INT-000743,SYNTH-PROC-000743,,MATCHED,L1_EXACT_ORDER_MATCH,0.0,"Merchant order ID, currency, gross amount and configured processor fee all match."
mixed-exceptions,ORDER,SYNTH-ORDER-000744,,SYNTH-INT-000744,SYNTH-PROC-000744,,MATCHED,L1_EXACT_ORDER_MATCH,0.0,"Merchant order ID, currency, gross amount and configured processor fee all match."
mixed-exceptions,ORDER,SYNTH-ORDER-000745,,SYNTH-INT-000745,SYNTH-PROC-000745,,MATCHED,L1_EXACT_ORDER_MATCH,0.0,"Merchant order ID, currency, gross amount and configured processor fee all match."
mixed-exceptions,ORDER,SYNTH-ORDER-000746,,SYNTH-INT-000746,SYNTH-PROC-000746-REFUND,,REFUND_MATCHED,L1_FULL_REFUND_LINK,0.0,The refund is linked to its original payment and reverses the complete gross amount.
